"{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}",5338.982908026902
"{1MS4zNjpMKqNmPC3Mq1gAp2tYNQB3bbrmP}",1541.6121101379395
"{149w62rY42aZBox8fGcmqNsXUzSStKeq8C}",1120.8508783649627
"{1JqrSXoWKcjpSr1bfzu7Gbyiyho3CYVKGu}",925.2612620182335
"{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}",688.4604482087016
"{1BAhkiEGZuToy5HdyFSTUMAwFwfLkX2M1w}",370.88917338848114
"{1Fj8QatpHtV3FuqxhUEeYK8kmGcSN3EN3n}",145.92245489358902
"{1HRFyimD3gw1cZeujv16qbDdkVZzvWUHJ7}",141.8270907253027
"{18ixwb5si3AQBpjkUA91vGE3ESoynXd95g}",135.60114488674765
"{1MPXvqtB923bhA22ru11TacfCagY3Chwhi}",127.33575487136841
"{16sd6wwNke2AXMKgmjJ3yMXivmEog8xAfq}",120.63044303655624
"{1LMRafbNmzG9H5g3GaAWjhX7wSnCXGNHMs}",116.74955097271595
"{1KP72fBmh3XBRfuJDMn53APaqM6iMRspCh}",109.81660025633755
"{12mPaFLrUsqr18eh5LxJ2vjda4Tj79YNzB}",105.87225943803787
"{14bh9uqKzgqV6yqTqHbU2bdbpY3a8pktzR}",71.7990969568491
"{12N1Z763yEMqKGGXTmWmMunhVim5CggcrX}",62.77605324983597
"{1J6D7xqYBUj49atDRPVBCA3L22NL6pviZJ}",62.01899921428412
"{1K8Mz2g1FzNEUrZPDe4ffXJ5kqKnUYqG4L}",59.7698390185833
"{1Cvhg97rjbPLXKCBYVU6Qt5H9eb75neQnx}",56.142372788861394
"{18GMEYE468HGTcEr5Nj2v8uC8Fiv5MNZGJ}",53.0
"{18iEz617DoDp8CNQUyyrjCcC7XCGDf5SVb}",45.95250004162517
"{1GnBAQXrjsJPtLD41p4nMKWGiJvhtGDwST}",41.37924921512604
"{1LMLFYedHSYBYDf6B1QEi1eM3gCHHB96gt}",38.04504582285881
"{1LxiKcy5SH5RtPCqkEVeotw2JX5r5VLYYG}",37.70884979702532
"{1HZHtdkkrCgTpXzNah1s825SedX1zFj7C8}",37.00507318973541
"{19h9GRcx1ABHPEzVpmWqqA9TTgug6JNcBc}",36.633182862307876
